的	[白勹丶Ⓨ,rqyy,de_dí_dì]
䣱	[西一勹口,sgqk,xù_yì,GBK]
䣲	[西一厶廾,sgca,fàn,GBK]
䣳	[西一𠃌口,sgnk,0,GBK]
䣴	[西一ㄨ儿,sgqq,xù,GBK]
䣵	[西一耳Ⓖ,sgbg,èr,GBK]
䣶	[西一㇒古,sgtd,huó_tián,GBK]
䣷	[西一𠂉小,sgri,zhū,GBK]
䣸	[亻㇒士一,wtfg,rǎn_nǎn_nàn,GBK]
䣹	[西一亻戈,sgwa,fá,GBK]
䣺	[西一口冃,sgke,juān,GBK]
䣻	[西一人口,sgwk,hān,GBK]
䣼	[西一亠小,sgyi,liáng,GBK]
䣽	[𠂉大口一,tdkg,tǐ_zhī,GBK]
䣾	[西一宀一,sgpg,mì,GBK]
䣿	[西一一皿,sggl,yū,GBK]
䤀	[西一艹口,sgak,0,GBK]
䤁	[西一卄㇗,sgan,cén_chè_shè_yín,GBK]
䤂	[西一卄木,sgas,méi,GBK]
䤃	[西一立日,sguj,yìn_yīn,GBK]
䤄	[西一丆三,sgdd,miǎn_zhuàn,GBK]
䤅	[西一人刂,sgwj,tú,GBK]
䤆	[西一癶大,sgwd,kuí_guì,GBK]
䤇	[西一宀又,sgpc,0,GBK]
䤈	[西一八皿,sgwl,0,GBK]
䤉	[西一心皿,sgnl,mì_míng_mò_rú,GBK]
䤊	[西一艹耳,sgab,róng,GBK]
䤋	[丷西一㇒,usgg,guó_yù,GBK]
䤌	[西一人口,sgwk,qiāng,GBK]
䤍	[西一廿㇏,sgay,mí,GBK]
䤎	[西一マ口,sgck,jú_jué,GBK]
䤏	[西一三手,sgdr,pǐ,GBK]
䤐	[西一ヰ日,sgaj,jǐn,GBK]
䤑	[西一龷八,sgaw,wàng,GBK]
䤒	[西一幺丿,sgxt,jǐ_jì,GBK]
䤓	[西一艹豕,sgae,méng,GBK]
䤔	[氵車斤一,ilrg,jiàn_niú_xiàng,GBK]
䤕	[西一幺木,sgxs,xuè_hù,GBK]
䤖	[西一曰氺,sgji,bào,GBK]
䤗	[立早夂一,ujtg,gǎn,GBK]
䤘	[西一人㇒,sgwg,chǎn_qiǎn,GBK]
䤙	[西一彑虫,sgxj,lì,GBK]
䤚	[月曰土Ⓖ,ejfg,lǐ_lüè,GBK]
䤛	[釒㇙丨Ⓗ,qnhh,qiú,GBK]
䤜	[釒㇒七Ⓝ,qtan,dùn,GBK]
䤝	[釒氏卩Ⓗ,qqbh,yìng,GBK]
䤞	[釒犬乚Ⓝ,qdnn,yǔn,GBK]
䤟	[釒冖几Ⓝ,qpmn,chén,GBK]
䤠	[釒止Ⓖ,qhg,jī_zhǐ,GBK]
䤡	[釒冂土Ⓖ,qmfg,rǎn,GBK]
䤢	[釒口力Ⓝ,qkln,0,GBK]
䤣	[釒㇒丷㇚,qtuh,lüè,GBK]
䤤	[釒亠𠃊人,qynw,kāi,GBK]
䤥	[釒⺈厂㔾,qqdb,guǐ_wěi,GBK]
䤦	[釒亻戈Ⓣ,qwat,yuè,GBK]
䤧	[釒囗口Ⓖ,qlkg,huì,GBK]
䤨	[釒斤𧘇Ⓨ,qrey,pì,GBK]
䤩	[釒宀㇒七,qpta,chá,GBK]
䤪	[釒几木Ⓨ,qmsy,duǒ,GBK]
䤫	[釒山人㇇,qmwn,chán,GBK]
䤬	[釒氵小丿,qiit,shā,GBK]
䤭	[釒ㄨ𠂇丨,qqdh,kuàn_shì_suì_yí,GBK]
䤮	[釒止少Ⓣ,qhit,shè,GBK]
䤯	[釒一廾彡,qgae,xíng,GBK]
䤰	[土冖人金,fqwq,wěng_yíng,GBK]
䤱	[釒山斤Ⓗ,qmrh,shì,GBK]
䤲	[釒土亦Ⓨ,qfoy,chì,GBK]
䤳	[釒亠亻丶,qywy,yè,GBK]
䤴	[釒了氺凵,qbib,hán,GBK]
䤵	[釒三〢三,qdjd,fèi_fēi_pī,GBK]
䤶	[釒大曰乚,qdjn,yè,GBK]
䤷	[釒匚曰女,qajv,yán_yǎn,GBK]
䤸	[釒彑豕Ⓨ,qxey,zuàn,GBK]
䤹	[釒宀火又,qpoc,sōu,GBK]
䤺	[釒石斤Ⓗ,qdrh,yǐn_jīn,GBK]
䤻	[釒𠂇工冃,qdae,duò,GBK]
䤼	[釒白水Ⓨ,qriy,xiàn,GBK]
䤽	[釒罒Ⓨ,qliy,guān,GBK]
䤾	[釒爫臼Ⓖ,qevg,tāo_tāo,GBK]
䤿	[釒三丨手,qdhr,qiè,GBK]
䥀	[釒凵丨虫,qbhj,chǎn,GBK]
䥁	[釒マ囗十,qclf,hán,GBK]
䥂	[釒冖一豕,qpge,mèng,GBK]
䥃	[釒冖亻圭,qpwy,yuè,GBK]
䥄	[釒厂龷日,qdaj,cù_zǎn_zàn,GBK]
䥅	[十王王金,fggq,qiàn_qín,GBK]
䥆	[亠三〢金,ydjq,jǐn_qín_ròu_wèi,GBK]
䥈	[釒艹犬廾,qada,mǔ,GBK]
䥉	[釒宀⺈丶,qpqy,yuān,GBK]
䥊	[釒龶貝Ⓨ,qgmy,0,GBK]
䥋	[釒亠了灬,qybo,pēng,GBK]
䥌	[宀日日金,pjjq,zhèng,GBK]
䥍	[土丷十金,fufq,zhì,GBK]
䥎	[釒厂二冃,qdfe,chún,GBK]
䥏	[釒彳𠂉卩,qtrb,yǔ,GBK]
䥐	[マ了丿金,cbtq,móu,GBK]
䥑	[釒木人夕,qswq,wàn,GBK]
䥒	[弓口虫金,xkjq,jiàng,GBK]
䥓	[釒卄三土,qadf,qī,GBK]
䥔	[釒覀米Ⓨ,qsoy,sù,GBK]
䥕	[釒丷冂攵,qumt,piě,GBK]
䥖	[釒丷西大,qusd,tián,GBK]
䥗	[釒士二人,qffw,kuǎn,GBK]
䥘	[釒人人曰,qwwj,cù_cuò,GBK]
䥙	[釒阝丷豕,qbue,suì,GBK]
䥚	[冂目目金,mhhq,0,GBK]
䥛	[釒三丨小,qdhi,jié_jiē_qì,GBK]
䥜	[釒鬥木Ⓨ,qusy,jiàn,GBK]
䥝	[釒广コ匕,qynx,áo_āo,GBK]
䥞	[釒白方攵,qryt,jiǎo,GBK]
䥟	[釒扌日㇗,qrjn,yè,GBK]
䥠	[釒艹厂丿,qadt,0,GBK]
䥡	[釒丿丨木,qths,yè,GBK]
䥢	[士口丷金,fkuq,lóng_qī,GBK]
䥣	[臼工几金,vamq,záo,GBK]
䥤	[釒⻗勹巳,qfqn,báo_fú,GBK]
䥥	[釒立丿亦,quto,lián,GBK]
䥦	[釒𠂇工辶,qdap,0,GBK]
䥧	[釒⺊冖目,qhph,huán_xuán,GBK]
䥨	[釒鬥口口,qukk,lú_lǜ,GBK]
䥩	[釒彳山攵,qtmt,wéi,GBK]
䥪	[釒曰幺灬,qjxo,xiǎn,GBK]
䥫	[釒十戈圭,qfay,tiě,GBK]
䥬	[釒艹一寸,qagf,bó,GBK]
䥭	[十氺丶金,fiyq,zhèng,GBK]
䥮	[釒覀匚卩,qsab,zhú,GBK]
䥯	[釒罒厶匕,qlcx,bà_bài_bēi,GBK]
䥰	[釒亠㇗虫,qynj,mèng_méng,GBK]
䥱	[釒宀臼灬,qpvo,xiě,GBK]
䥲	[釒匚口人,qakw,ōu,GBK]
䥳	[釒丆冃夂,qdet,yōu,GBK]
䥴	[釒山亻冂,qmwm,juān,GBK]
䥵	[釒日土儿,qjfq,xiǎo,GBK]
䥶	[釒厂禾止,qdth,lì,GBK]
䥷	[釒⺮目刂,qthj,zhá,GBK]
䥸	[弓一八金,xgwq,mí,GBK]
䥹	[釒三丨,qdhb,0,GBK]
䥻	[钅二儿Ⓝ,qfqn,0,GBK]
䥼	[钅勹〃Ⓣ,qqrt,0,GBK]
䥾	[钅冖一一,qpgg,xiě,GBK]
䥿	[钅斤丆𠃌,qrdn,0,GBK]
䦀	[钅羽Ⓖ,qng,0,GBK]
䦁	[钅三丿阝,qdtb,0,GBK]
䦄	[钅一曰𧘇,qgje,0,GBK]
䦇	[镸八㇉Ⓝ,dwnn,jì,GBK]
䦈	[镸𠂇工Ⓖ,ddag,fǎng_hǎn_jí_mǒu_zá_zuǒ_jiē,GBK]
䦉	[镸四Ⓖ,dlg,sì,GBK]
䦊	[镸上小Ⓨ,dhiy,niǎo,GBK]
䦋	[镸龶ク攵,dgqt,áo,GBK]
䦌	[鬥土Ⓓ,ufd,chù_pò_ruì,GBK]
䦍	[鬥𠂉乙Ⓥ,utnv,wù,GBK]
䦎	[鬥二儿Ⓥ,ufqv,guǎn_kàng,GBK]
䦏	[鬥人〢Ⓚ,uwjk,xiè,GBK]
䦐	[鬥手Ⓚ,urk,tǐng,GBK]
䦑	[鬥ユ人Ⓘ,unwi,xiè_xuè,GBK]
䦒	[鬥石Ⓓ,udd,dàng_qiāo,GBK]
䦓	[鬥⺊口Ⓓ,uhkd,chān_zhān,GBK]
䦔	[鬥曰一Ⓓ,ujgd,tǎn_dǎn,GBK]
䦕	[鬥丷廾Ⓚ,uuak,pēng,GBK]
䦖	[鬥士口Ⓓ,ufkd,xiá_xié,GBK]
䦗	[鬥㇒皿Ⓓ,utld,xù,GBK]
䦘	[鬥彐𧘇Ⓘ,uvei,bì_xiǎn_xiàn,GBK]
䦙	[鬥土寸Ⓘ,uffi,sì_shì,GBK]
䦚	[鬥㇒古Ⓓ,utdd,huò_kuǎ_kuà,GBK]
䦜	[鬥五口Ⓓ,ugkd,wú_wù,GBK]
䦝	[鬥土亦Ⓘ,ufoi,huō,GBK]
䦞	[鬥氵王Ⓓ,uigd,rùn,GBK]
䦠	[鬥豕丶Ⓘ,ueyi,shǐ_dū,GBK]
䦡	[鬥宀ココ,upnn,huán,GBK]
䦢	[鬥氵土厶,uifc,kuò,GBK]
䦣	[鬥立口Ⓓ,uukd,fù,GBK]
䦤	[鬥又又又,uccc,chuài_wěn,GBK]
䦥	[鬥木木Ⓘ,ussi,xián,GBK]
䦦	[鬥金Ⓓ,uqd,qín,GBK]
䦧	[鬥臼儿Ⓥ,uvqv,qié_xì_yǎn,GBK]
䦨	[鬥一曰小,ugji,lán,GBK]
䦩	[鬥目夂Ⓘ,uhti,wén,GBK]
䦪	[鬥曰勹㇗,ujqn,yà,GBK]
䦫	[鬥艹冂大,uamd,yīng,GBK]
䦬	[鬥三丨大,udhd,què,GBK]
䦭	[鬥禾曰Ⓓ,utjd,hāng,GBK]
䦮	[鬥三人曰,udwj,chǔn,GBK]
䦯	[鬥一厶攵,ugct,zhì,GBK]
䦰	[鬥⺈曰乚,uqjn,0,GBK]
䦱	[鬥爫丿灬,ueto,kuǐ_wěi_kuā,GBK]
䦲	[鬥⺈厂言,uqdy,qiàn_yán_chàn,GBK]
䦳	[鬥糹丿阝,uxtb,hàng_xiàng,GBK]
䦴	[鬥罒土十,ulff,yì,GBK]
䦵	[鬥一八ㄨ,ugwq,nǐ,GBK]
䦸	[门曰冂丶,ujmy,0,GBK]
䦹	[阝十Ⓗ,bfh,shí,GBK]
䦺	[阝丁Ⓗ,bsh,dīng,GBK]
䦻	[阝子Ⓖ,bbg,cì_zǐ,GBK]
䦼	[阝ユ人Ⓨ,bnwy,jué_pì,GBK]
䦽	[阝マ了Ⓗ,bcbh,xù,GBK]
䦾	[亻ココ儿,wnnq,yǔn_yuán,GBK]
䦿	[阝口丨Ⓗ,bkhh,0,GBK]
䧀	[阝𠂇厶Ⓨ,bdcy,0,GBK]
䧁	[阝勹口Ⓖ,bqkg,chù_xǔ,GBK]
䧂	[阝刀口Ⓖ,bvkg,dào_tiǎo_zhào,GBK]
䧃	[阝田Ⓖ,blg,diàn_tián,GBK]
䧄	[阝夂口Ⓖ,btkg,gè,GBK]
䧅	[阝一弓人,bgxw,tì_yà_yí,GBK]
䧆	[阝龷八Ⓨ,bawy,hóng_kǒu_qióng,GBK]
䧇	[阝亠𧘇Ⓨ,byey,nǐ_yǐ_yī,GBK]
䧈	[阝西Ⓖ,bsg,0,GBK]
䧉	[阝曰土Ⓖ,bjfg,lǐ,GBK]
䧊	[阝㇒土口,btfk,kū,GBK]
䧋	[阝目儿Ⓝ,bhqn,xiǎn_xiàn,GBK]
䧌	[阝爫女Ⓖ,bevg,suī,GBK]
䧍	[阝八人口,bwwk,xì,GBK]
䧎	[阝口冃Ⓖ,bkeg,xuàn,GBK]
䧏	[阝夂三丨,btdh,0,GBK]
䧐	[阝亠子Ⓖ,bybg,0,GBK]
䧑	[阝宀一龰,bpgh,dī,GBK]
䧒	[阝木人人,bsww,lái_lǎn,GBK]
䧓	[阝冂土口,bmfk,zhōu,GBK]
䧔	[阝人丶心,bwyn,mù_niàn,GBK]
䧕	[阝戈口㇒,bakg,chéng_yù,GBK]
䧖	[阝戈戈Ⓣ,baat,jiàn,GBK]
䧗	[阝𠂉曰夂,btjt,bì,GBK]
䧘	[阝彑豕Ⓨ,bxey,qí_zhuàn,GBK]
䧙	[阝山人⺗,bmwn,líng,GBK]
䧚	[阝亠冂口,bymk,hào,GBK]
䧛	[阝六冖方,bupy,bàng_péng,GBK]
䧜	[阝广彐口,byvk,táng,GBK]
䧝	[阝凵丨虫,bbhj,chī_zhì,GBK]
䧞	[阝馬Ⓨ,bcy,fù_mà,GBK]
䧟	[阝爫臼Ⓖ,bevg,xiàn_xuàn,GBK]
䧠	[阝一曰寸,bgjf,shuàn,GBK]
䧡	[阝广彐丨,byvh,yōng,GBK]
䧢	[阝匚口口,bakk,qū,GBK]
䧣	[阝覀二小,bsfi,0,GBK]
䧤	[阝卝一㇏,bogy,pú,GBK]
䧥	[阝一曰心,bgjn,huì,GBK]
䧦	[阝爫丿灬,beto,wéi_huī,GBK]
䧧	[阝丷王丿,bugt,yǐ,GBK]
䧨	[阝卝一八,bogw,yè,GBK]
䧩	[阝㇇耳攵,bnbt,0,GBK]
䧪	[阝广大女,bydv,chè_zhé,GBK]
䧫	[阝亠冖豕,bype,háo,GBK]
䧬	[阝宀一貝,bpgm,bīn,GBK]
䧭	[阝㇒囗心,btln,0,GBK]
䧮	[阝宀三心,bpdn,xiǎn_xiàn,GBK]
䧯	[阝⺈口丶,bqky,chán_zhàn,GBK]
䧰	[阝魚灬小,bqoi,hùn,GBK]
䧱	[九亻圭Ⓖ,vwyg,0,GBK]
䧲	[干亻圭Ⓖ,fwyg,hàn,GBK]
䧳	[止亻圭Ⓖ,hwyg,cí_cǐ_zhuī,GBK]
䧴	[十又亻圭,fcwy,zhī,GBK]
䧵	[冖儿亻圭,pqwy,qí_shěn_zhèn,GBK]
䧶	[亻圭六Ⓤ,wyuu,kuí,GBK]
䧷	[夂⺀亻圭,tuwy,róu,GBK]
䧸	[古亻圭Ⓖ,dwyg,0,GBK]
䧹	[广亻亻圭,ywwy,yīng,GBK]
䧺	[𠂇口亻圭,dkwy,xióng,GBK]
䧻	[人一口圭,wgky,0,GBK]
䧼	[㇒土口圭,tfky,hú,GBK]
䧽	[㇒米亻圭,towy,cuǐ,GBK]
䧾	[人干口圭,wfky,0,GBK]
䧿	[龷日亻圭,ajwy,què_xī,GBK]
䨀	[丿㇏米圭,tyoy,dí_dì,GBK]
䨁	[マ了丿圭,cbty,chè_wù_yù,GBK]
䨂	[禾火亻圭,towy,qiū,GBK]
䨃	[曰宀女圭,jpvy,0,GBK]
䨄	[人丶㇇圭,wyny,yàn_ān,GBK]
䨅	[大丷曰圭,dujy,liáo,GBK]
䨆	[丷冂小圭,umiy,bí_bì_xù,GBK]
䨇	[亻圭亻又,wywc,0,GBK]
䨈	[宀一少圭,pgiy,bīn,GBK]
䨉	[貝貝女圭,mmvy,0,GBK]
䨊	[亻圭亻一,wywg,yuān,GBK]
䨋	[⻗㇒七Ⓑ,ftab,nüè,GBK]
䨌	[⻗二儿Ⓑ,ffqb,báo_bó,GBK]
䨍	[⻗二〢Ⓙ,ffjj,yǐng,GBK]
䨎	[⻗弓厶Ⓤ,fxcu,hóng,GBK]
䨏	[⻗冫冖人,fuqw,cí,GBK]
䨐	[⻗人一口,fwgk,qià_xiá,GBK]
䨑	[⻗一弓人,fgxw,tí,GBK]
䨒	[⻗羽Ⓕ,fnf,yù,GBK]
䨓	[⻗囗口Ⓕ,flkf,léi_lèi,GBK]
䨔	[⻗光儿Ⓑ,fiqb,báo,GBK]
䨕	[⻗氵一十,figf,0,GBK]
䨖	[⻗𠂇冃Ⓕ,fdef,jì,GBK]
䨗	[⻗爫子Ⓕ,febf,fú,GBK]
䨘	[⻗目儿Ⓑ,fhqb,xiàn,GBK]
䨙	[⻗氵㇒士,fitf,cén_yà_yín,GBK]
䨚	[⻗勹〃心,fqrn,hū,GBK]
䨛	[⻗木斤Ⓙ,fsrj,sè_xī,GBK]
䨜	[⻗月月Ⓕ,feef,bēng,GBK]
䨝	[⻗龶冃Ⓕ,fgef,qīng,GBK]
䨞	[⻗㇒口丶,ftky,yǔ_yù,GBK]
䨟	[⻗氵土土,fiff,wā,GBK]
䨠	[⻗曰勹㇗,fjqn,ǎi,GBK]
䨡	[⻗了氺凵,fbib,hán,GBK]
䨢	[⻗卄三㇗,fadn,dàn_dí_gào_tán,GBK]
䨣	[⻗廿革Ⓙ,fafj,gé_gèng,GBK]
䨤	[⻗由辶Ⓤ,fmpu,dí,GBK]
䨥	[⻗亻圭又,fwyc,hù_huò_shuāng,GBK]
䨦	[⻗六冖方,fupy,páng_pāng,GBK]
䨧	[⻗立人マ,fuwc,0,GBK]
䨨	[⻗亻コ辶,fwnp,zhuī,GBK]
䨩	[⻗礻丨,fpyh,líng,GBK]
䨪	[⻗土曰土,ffjf,mái,GBK]
䨫	[⻗木人夕,fswq,mài_màn,GBK]
䨬	[⻗氵木木,fiss,lián,GBK]
䨭	[⻗二厶冃,ffce,xiāo,GBK]
䨮	[⻗三丨彐,fdhv,xuě,GBK]
䨯	[⻗阝一小,fbgi,zhèn,GBK]
䨰	[⻗氵廿革,fiaf,pò,GBK]
䨱	[⻗彳𠂉夂,fttt,fù,GBK]
䨲	[⻗丆冂丶,fdmy,nóu_wàn,GBK]
䨳	[⻗目儿儿,fhqq,xì_xī,GBK]
䨴	[⻗卝一寸,fogf,duì_wèng,GBK]
䨵	[⻗氵覀早,fisj,dàn,GBK]
䨶	[⻗厶目㇆,fchn,yǔn,GBK]
䨷	[⻗木木又,fssc,xiàn,GBK]
䨸	[⻗阝爫心,fben,yǐn,GBK]
䨹	[⻗亻丨灬,fwho,shū,GBK]
䨺	[⻗二厶厶,ffcc,duì,GBK]
䨻	[⻗田⻗田,flfl,bèng,GBK]
䨼	[龶冃艹又,geac,hù,GBK]
䨽	[三〢三己,djdn,fěi,GBK]
䨾	[广三〢三,ydjd,fěi_fèi,GBK]
䨿	[一大三三,gddd,qián_zá,GBK]
䩀	[三〢三貝,djdm,bèi,GBK]
䩁	[三〢三乚,djdn,fēi,GBK]
䩂	[丆冂〢㇇,dmjn,xiān,GBK]
䩃	[丆冂〢匕,dmjx,shì,GBK]
䩄	[丆冂〢儿,dmjq,tiǎn_miǎn,GBK]
䩅	[丆冂〢又,dmjc,zhǎn_nǎn,GBK]
䩆	[丆冂〢二,dmjf,jiǎn_zhǎn,GBK]
䩇	[丆冂〢口,dmjk,diān_zhān,GBK]
䩈	[丆冂〢Ⓤ,dmju,huì_wèi_xuě,GBK]
䩉	[丆冂〢丶,dmjy,fǔ,GBK]
䩊	[丆冂〢㔾,dmjb,wǎn_wò,GBK]
䩋	[丆冂〢木,dmjs,mǒ,GBK]
䩌	[丆冂〢灬,dmjo,qiáo_jiāo,GBK]
䩍	[丆冂〢小,dmji,liǎo,GBK]
䩎	[丆冂〢人,dmjw,0,GBK]
䩏	[丆冂〢丿,dmjt,miè,GBK]
䩐	[廿革𠂉乙,aftn,gé_jí_hū,GBK]
䩑	[廿革弓Ⓝ,afxn,hóng,GBK]
䩒	[廿革一十,afgf,yú,GBK]
䩓	[廿革勹厶,afqc,qí,GBK]
䩔	[廿革几又,afmc,duò_pán_shān,GBK]
䩕	[廿革氏卩,afqb,áng_yìng,GBK]
䩖	[廿革小丿,afit,0,GBK]
䩗	[廿革月Ⓖ,afeg,bà,GBK]
䩘	[廿革一幺,afgx,dì,GBK]
䩙	[廿革亠幺,afyx,xuàn_xiǎn,GBK]
䩚	[廿革氏丶,afqy,dì_diàn_dī,GBK]
䩛	[廿革心丿,afnt,bì_pèi,GBK]
䩜	[廿革由Ⓖ,afmg,zhòu,GBK]
䩝	[廿革斤㇏,afry,páo,GBK]
䩞	[廿革⺊口,afhk,nián_tiǎn_tié_wěi_diē,GBK]
䩟	[廿革一人,afgw,yí_tì,GBK]
䩠	[廿革㇒廴,aftp,0,GBK]
䩡	[廿革大人,afdw,jiá_gé,GBK]
䩢	[廿革扌斤,afrr,dá_zhì,GBK]
䩣	[廿革人禾,afwt,duǒ_tú_tuì,GBK]
䩤	[廿革目儿,afhq,xì_xié,GBK]
䩥	[廿革㇒廴,aftp,dàn_chān,GBK]
䩦	[亻丨攵革,whtf,tiáo_zuò,GBK]
䩧	[廿革言Ⓖ,afyg,xiè,GBK]
䩨	[廿革镸𧘇,afde,chàng_zhāng,GBK]
䩩	[廿革宀㔾,afpb,yuǎn,GBK]
䩪	[廿革宀コ,afpn,guǎn,GBK]
䩫	[廿革一㇏,afgy,liǎng,GBK]
䩬	[廿革三丨,afdh,běng_fěng,GBK]
䩭	[廿革大口,afdk,0,GBK]
䩮	[廿革彐氺,afvi,lù,GBK]
䩯	[廿革了一,afbg,jí_qì,GBK]
䩰	[廿革口耳,afkb,xuàn,GBK]
䩱	[廿革人刂,afwj,shù_shū_yú,GBK]
䩲	[廿革广又,afyc,dū,GBK]
䩳	[廿革宀又,afpc,shǔ_sù_sōu,GBK]
䩴	[廿革古月,afde,hú,GBK]
䩵	[廿革冖車,afpl,yùn,GBK]
䩶	[廿革凵虫,afbj,chǎn_chěng,GBK]
䩷	[廿革六方,afuy,bāng,GBK]
䩸	[廿革艹耳,afab,róng_rǒng,GBK]
䩹	[廿革一丨,afgh,é_kuò,GBK]
䩺	[廿革八羽,afwn,wēng,GBK]
䩻	[廿革馬Ⓨ,afcy,bà,GBK]
䩼	[廿革夂辶,aftp,féng,GBK]
䩽	[廿革匚口,afak,yū,GBK]
䩾	[廿革广灬,afyo,zhè,GBK]
䩿	[廿革十貝,affm,fén,GBK]
䪀	[廿革宀心,afpn,guǎn_ruǎn,GBK]
䪁	[廿革卝㇏,afoy,bǔ,GBK]
䪂	[廿革一小,afgi,gé,GBK]
䪃	[廿革亠攵,afyt,dūn,GBK]
䪄	[廿革龷八,afaw,huáng,GBK]
䪅	[廿革罒虫,aflj,dú,GBK]
䪆	[廿革冂丷,afmu,tǐ,GBK]
䪇	[廿革艹寸,afaf,bó,GBK]
䪈	[廿革口辶,afkp,qiǎn_qiàn,GBK]
䪉	[廿革巛㇂,afvn,là_liè,GBK]
䪊	[廿革立三,afud,lóng,GBK]
䪋	[廿革口辶,afkp,wèi,GBK]
䪌	[廿革⺈丶,afqy,zhàn_shān,GBK]
䪍	[廿革鬥小,afui,lán_làn,GBK]
䪎	[廿革山口,afmk,suī,GBK]
䪏	[ユ丨口人,nhkw,nà_dā,GBK]
䪐	[ユ丨口丿,nhkt,bì_pì,GBK]
䪑	[ユ丨口匕,nhkx,tuó,GBK]
䪒	[ユ丨口王,nhkg,jiào_zhì_zhù,GBK]
䪓	[ユ丨口口,nhkk,diē,GBK]
䪔	[ユ丨口丶,nhky,bǔ_fù,GBK]
䪕	[ユ丨口米,nhko,jú,GBK]
䪖	[ユ丨口夂,nhkt,pò,GBK]
䪗	[ユ丨口又,nhkc,xiá,GBK]
䪘	[ユ丨口龰,nhkh,wěi_dī,GBK]
䪙	[ユ丨口寸,nhkf,fú_pò_fù,GBK]
䪚	[ユ丨口羽,nhkn,hè_tà_dā,GBK]
䪛	[ユ丨口田,nhkl,fán_fān,GBK]
䪜	[ユ丨口言,nhky,chàn_chān_yán,GBK]
䪝	[ユ丨口又,nhkc,hù,GBK]
䪞	[一大三一,gddg,zá,GBK]
䪟	[一冂丨一,gmhg,0,GBK]
䪠	[㇒㇉丨一,tnhg,0,GBK]
䪡	[㇒㇉丨一,tnhg,0,GBK]
䪢	[㇒㇉丨一,tnhg,jī,GBK]
䪣	[一冂丨一,gmhg,0,GBK]
䪤	[三〢三田,djdl,fán,GBK]
䪥	[⺊冖一一,hpgg,xiè,GBK]
䪦	[立日工Ⓖ,ujag,hóng,GBK]
䪧	[立日也Ⓝ,ujbn,chí,GBK]
䪨	[立日勹丶,ujqy,báo_qú,GBK]
䪩	[立日人㇇,ujwn,yín,GBK]
䪪	[力口立曰,lkuj,0,GBK]
䪫	[立日一工,ujga,jīng,GBK]
䪬	[立日十子,ujfb,bó_pú,GBK]
䪭	[立日立日,ujuj,ruǎn,GBK]
䪮	[立日勹丿,ujqt,chǒu,GBK]
䪯	[火火冖曰,oopj,yíng_yīng,GBK]
䪰	[立日立心,ujun,yī,GBK]
䪱	[已丆貝Ⓨ,ndmy,gǎi_hái,GBK]
䪲	[一儿丆貝,gqdm,kūn,GBK]
䪳	[彐丿丆貝,vtdm,yǔn,GBK]
䪴	[冖儿丆貝,pqdm,zhěn_dǎn_dàn,GBK]
䪵	[ヰ㇚丿貝,ahtm,yǎ,GBK]
䪶	[冃㇒丆貝,egdm,jū,GBK]
䪷	[勹口丆貝,qkdm,hòu_gòu,GBK]
䪸	[尸弋丆貝,nadm,mín_mén,GBK]
䪹	[一个㇒貝,gigm,péi_bāi_pī,GBK]
䪺	[土厶丆貝,fcdm,gé,GBK]
䪻	[厶廾丆貝,cadm,biàn_fàn,GBK]
䪼	[凵山丆貝,bmdm,zhuō,GBK]
䪽	[口一㇉貝,kgnm,hào,GBK]
䪾	[丆貝人彡,dmwe,mí_zhěn,GBK]
䪿	[㇒囗ㄨ貝,tlqm,shěng_xìn,GBK]
䫀	[彐厶丆貝,vcdm,gěn,GBK]
䫁	[㇒目丆貝,thdm,bì,GBK]
䫂	[夕夕丆貝,qqdm,duǒ,GBK]
䫃	[厂二𧘇貝,dfem,chún_zhèn,GBK]
䫄	[丷口儿貝,ukqm,chuà,GBK]
䫅	[宀木丆貝,psdm,sàn,GBK]
䫆	[厂𠃌㇂貝,dnnm,chéng_zhèng,GBK]
䫇	[彡冂二貝,emfm,rán,GBK]
䫈	[山人丶貝,mwym,zèn_cén_chěn,GBK]
䫉	[爫犭丆貝,eedm,mào,GBK]
䫊	[一个口貝,gikm,bó_péi,GBK]
䫋	[禾女丆貝,tvdm,tuí_wēi,GBK]
䫌	[白丿十貝,rtfm,pǐ,GBK]
䫍	[三〢三貝,djdm,fǔ,GBK]
䫎	[又又又貝,cccm,zhuō_zhuō,GBK]
䫏	[卄三八貝,adwm,qī,GBK]
䫐	[木木丆貝,ssdm,lín,GBK]
䫑	[大丁口貝,dskm,yī_qī_qī_yī,GBK]
䫒	[氏弋日貝,qajm,mén,GBK]
䫓	[立口丆貝,ukdm,wú,GBK]
䫔	[三丨刀貝,dhvm,qì_qiè_xì_kuí_yà,GBK]
䫕	[六冖冂貝,upmm,zhì_dié,GBK]
䫖	[卄三八貝,adwm,chěn_huǐ_nòu_shèn_tíng_yà_zhù,GBK]
䫗	[コ丨二貝,nhfm,xiá_xià,GBK]
䫘	[日勹人貝,jqwm,hé_jié_kě,GBK]
䫙	[十艹木貝,fasm,sǎng,GBK]
䫚	[冂㇆冂貝,mnmm,guā,GBK]
䫛	[亻ユ𠂉貝,wntm,hóu,GBK]
䫜	[幺幺山貝,xxmm,0,GBK]
䫝	[禾日丆貝,tjdm,fǔ_fù,GBK]
䫞	[丷王灬貝,ugom,ráo_qiāo_fén,GBK]
䫟	[口貝丆貝,kmdm,hùn,GBK]
䫠	[彡一个貝,egim,péi_pī,GBK]
